games_played,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedGoals,shorthandedPoints,pim,toi,Home
32,0.03125,0.34375,0.375,-0.03125,0.0,0.0,0.0,0.0,0.71875,25.96875,0.0,0.0,0.375,0.3516145833333333,1
11,0.0909090909090909,0.2727272727272727,0.3636363636363636,-0.4545454545454545,0.0,0.0909090909090909,0.0909090909090909,0.0,1.6363636363636365,25.181818181818183,0.0,0.0,0.1818181818181818,0.3488131313131313,1
15,0.0,0.0666666666666666,0.0666666666666666,0.2666666666666666,0.0,0.0,0.0,0.0,1.4,20.0,0.0,0.0,0.4,0.2478333333333333,1
32,0.125,0.375,0.5,-0.15625,0.09375,0.25,0.03125,0.03125,1.5,23.53125,0.0,0.0,0.3125,0.3334027777777777,1
32,0.03125,0.1875,0.21875,-0.03125,0.0,0.0,0.0,0.0,1.125,26.03125,0.0,0.0,0.25,0.3385503472222222,1
32,0.0,0.15625,0.15625,0.03125,0.0,0.0,0.0,0.0,0.75,23.625,0.0,0.0,0.71875,0.284609375,1
31,0.1935483870967742,0.4516129032258064,0.6451612903225806,-0.2258064516129032,0.064516129032258,0.2903225806451613,0.032258064516129,0.032258064516129,3.838709677419355,20.741935483870968,0.0,0.0,0.2580645161290322,0.3288440860215054,0
31,0.4193548387096774,0.2258064516129032,0.6451612903225806,-0.064516129032258,0.1290322580645161,0.2258064516129032,0.0967741935483871,0.064516129032258,2.3225806451612905,20.548387096774192,0.0,0.0,0.2580645161290322,0.3014695340501792,0
30,0.1,0.4333333333333333,0.5333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,1.2,16.333333333333332,0.0,0.0333333333333333,0.0666666666666666,0.2001203703703703,0
29,0.2068965517241379,0.2413793103448276,0.4482758620689655,0.0,0.0,0.0,0.0689655172413793,0.0,1.6551724137931034,20.344827586206897,0.0344827586206896,0.0689655172413793,0.4137931034482758,0.2545881226053639,0
22,0.1818181818181818,0.0454545454545454,0.2272727272727272,0.2272727272727272,0.0,0.0,0.0909090909090909,0.0,1.0,22.181818181818183,0.0,0.0,0.5454545454545454,0.2626262626262626,0
14,0.1428571428571428,0.2142857142857142,0.3571428571428571,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,1.0,12.571428571428571,0.0,0.0,0.0,0.1651984126984126,0
27,0.3703703703703703,0.1851851851851851,0.5555555555555556,0.3333333333333333,0.037037037037037,0.074074074074074,0.0,0.0,1.7407407407407407,16.22222222222222,0.0,0.0,0.1481481481481481,0.2217283950617284,0
31,0.3225806451612903,0.2580645161290322,0.5806451612903226,-0.1935483870967742,0.0967741935483871,0.1290322580645161,0.064516129032258,0.0,3.032258064516129,23.387096774193548,0.032258064516129,0.032258064516129,2.096774193548387,0.3113440860215053,0
31,0.064516129032258,0.1290322580645161,0.1935483870967742,0.1290322580645161,0.0,0.0,0.0,0.0,1.064516129032258,18.61290322580645,0.0,0.0,0.3225806451612903,0.2277508960573477,0
3,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,11.333333333333334,0.0,0.0,0.0,0.159074074074074,0
27,0.1851851851851851,0.2222222222222222,0.4074074074074074,-0.2592592592592592,0.0,0.074074074074074,0.037037037037037,0.0,1.8888888888888888,22.925925925925927,0.0,0.0,0.8148148148148148,0.3320679012345678,0
19,0.1052631578947368,0.2105263157894736,0.3157894736842105,0.2105263157894736,0.0,0.0,0.0,0.0,1.105263157894737,17.842105263157894,0.0,0.0,1.0,0.2205263157894736,0
32,0.5625,0.8125,1.375,-0.1875,0.1875,0.65625,0.03125,0.0,4.1875,22.34375,0.0,0.0,0.375,0.3317708333333333,1
31,0.032258064516129,0.1290322580645161,0.1612903225806451,-0.1290322580645161,0.0,0.0,0.0,0.0,0.6774193548387096,18.483870967741936,0.0,0.0,0.1935483870967742,0.2067921146953404,1
32,0.28125,0.28125,0.5625,-0.25,0.0625,0.125,0.0625,0.0,2.40625,21.1875,0.0,0.0,0.25,0.2822135416666667,1
32,0.25,0.625,0.875,-0.09375,0.15625,0.34375,0.0625,0.03125,2.375,24.375,0.0,0.0,1.03125,0.3474479166666666,1
32,0.15625,0.25,0.40625,0.03125,0.03125,0.03125,0.0,0.0,1.5625,17.9375,0.0,0.0,0.375,0.2083680555555555,1
32,0.53125,0.40625,0.9375,0.21875,0.25,0.34375,0.125,0.03125,2.65625,23.9375,0.0625,0.0625,0.3125,0.3088368055555556,1
30,0.0333333333333333,0.1,0.1333333333333333,-0.0666666666666666,0.0,0.0,0.0,0.0,0.5666666666666667,17.933333333333334,0.0,0.0,1.0666666666666669,0.2063148148148147,1
13,0.0769230769230769,0.5384615384615384,0.6153846153846154,-0.2307692307692307,0.0769230769230769,0.1538461538461538,0.0,0.0,1.7692307692307692,16.53846153846154,0.0,0.0,0.1538461538461538,0.189059829059829,1
30,0.2333333333333333,0.1,0.3333333333333333,0.1666666666666666,0.0,0.0,0.1333333333333333,0.0,1.5333333333333334,17.166666666666668,0.0,0.0,0.3666666666666666,0.1999907407407407,1
32,0.1875,0.0625,0.25,-0.0625,0.0,0.03125,0.03125,0.0,1.40625,15.9375,0.0,0.0,1.0625,0.1883506944444444,1
24,0.0416666666666666,0.0833333333333333,0.125,0.0,0.0,0.0,0.0,0.0,1.0416666666666667,14.833333333333334,0.0,0.0,0.0833333333333333,0.1711805555555555,1
32,0.40625,0.625,1.03125,0.15625,0.1875,0.5,0.03125,0.03125,2.625,24.625,0.0,0.03125,0.6875,0.322890625,1
31,0.0,0.1612903225806451,0.1612903225806451,-0.032258064516129,0.0,0.0,0.0,0.0,0.8064516129032258,23.0,0.0,0.0,0.1290322580645161,0.3192383512544803,0
17,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,20.058823529411764,0.0,0.0,0.2352941176470588,0.2597549019607842,0
31,0.0,0.1935483870967742,0.1935483870967742,-0.064516129032258,0.0,0.0,0.0,0.0,1.2580645161290325,24.516129032258064,0.0,0.0,0.3225806451612903,0.3726254480286738,0
26,0.0384615384615384,0.1538461538461538,0.1923076923076923,0.0384615384615384,0.0,0.0,0.0,0.0,1.1538461538461535,23.692307692307693,0.0,0.0384615384615384,0.4615384615384615,0.3177884615384615,0
27,0.0,0.1851851851851851,0.1851851851851851,-0.1481481481481481,0.0,0.0,0.0,0.0,1.1851851851851851,21.85185185185185,0.0,0.037037037037037,0.2222222222222222,0.3044958847736626,0
31,0.032258064516129,0.5806451612903226,0.6129032258064516,0.032258064516129,0.0,0.2258064516129032,0.0,0.0,2.193548387096774,27.35483870967742,0.0,0.0,0.4516129032258064,0.428826164874552,0
32,0.0625,0.1875,0.25,-0.1875,0.0,0.0,0.03125,0.0,1.125,19.0625,0.0,0.0,0.125,0.2551996527777778,1
32,0.0625,0.34375,0.40625,0.21875,0.0,0.0,0.0,0.0,1.71875,26.25,0.0,0.03125,1.03125,0.3728472222222222,1
22,0.1363636363636363,0.8636363636363636,1.0,0.0909090909090909,0.1363636363636363,0.7272727272727273,0.0454545454545454,0.0,1.5454545454545454,24.59090909090909,0.0,0.0,0.4545454545454545,0.3717929292929293,1
31,0.064516129032258,0.064516129032258,0.1290322580645161,0.0,0.0,0.0,0.032258064516129,0.0,1.0,23.967741935483872,0.0,0.0,0.5806451612903226,0.3265322580645162,1
32,0.09375,0.5,0.59375,-0.03125,0.0,0.25,0.0,0.0,1.5,21.25,0.0,0.0,0.59375,0.2985156249999999,1
30,0.1666666666666666,0.2333333333333333,0.4,0.1666666666666666,0.0,0.0,0.1,0.0333333333333333,1.2333333333333334,26.33333333333333,0.0,0.0333333333333333,0.5333333333333333,0.3693796296296297,1
21,0.238095238095238,0.238095238095238,0.4761904761904761,-0.0476190476190476,0.0952380952380952,0.1904761904761904,0.0476190476190476,0.0,2.1904761904761907,21.80952380952381,0.0,0.0,2.142857142857143,0.2788624338624338,0
33,0.5757575757575758,0.6363636363636364,1.2121212121212122,0.3636363636363636,0.2727272727272727,0.3636363636363636,0.1212121212121212,0.0303030303030303,2.4242424242424243,24.303030303030305,0.0303030303030303,0.0303030303030303,0.3939393939393939,0.3397727272727273,0
29,0.0689655172413793,0.3448275862068966,0.4137931034482758,0.1034482758620689,0.0,0.0689655172413793,0.0,0.0,1.896551724137931,20.75862068965517,0.0,0.0,0.4137931034482758,0.2584291187739463,0
30,0.3666666666666666,0.7,1.0666666666666669,0.4666666666666667,0.0333333333333333,0.3,0.0666666666666666,0.0,3.1,24.53333333333333,0.0,0.0,0.3333333333333333,0.329287037037037,0
33,0.1818181818181818,0.4545454545454545,0.6363636363636364,0.4545454545454545,0.0303030303030303,0.1212121212121212,0.0303030303030303,0.0,2.4545454545454546,21.060606060606062,0.0,0.0,0.3636363636363636,0.2754124579124579,0
33,0.1515151515151515,0.5757575757575758,0.7272727272727273,-0.0909090909090909,0.0,0.2727272727272727,0.0,0.0,3.606060606060606,22.12121212121212,0.0,0.0,1.1515151515151516,0.3178535353535353,0
33,0.0606060606060606,0.0909090909090909,0.1515151515151515,-0.2727272727272727,0.0,0.0,0.0303030303030303,0.0,1.7272727272727273,17.393939393939394,0.0,0.0,0.4848484848484848,0.2135185185185185,0
33,0.4848484848484848,0.3636363636363636,0.8484848484848485,0.0909090909090909,0.1515151515151515,0.2121212121212121,0.0909090909090909,0.0303030303030303,3.575757575757576,21.424242424242426,0.0,0.0,0.3636363636363636,0.2958080808080808,0
33,0.1515151515151515,0.0909090909090909,0.2424242424242424,-0.0606060606060606,0.0,0.0,0.0303030303030303,0.0,1.4848484848484849,21.96969696969697,0.0,0.0,0.2424242424242424,0.2676430976430976,0
11,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.8181818181818182,12.090909090909092,0.0,0.0,0.0,0.1326262626262626,0
33,0.1818181818181818,0.0606060606060606,0.2424242424242424,-0.1212121212121212,0.0,0.0,0.0606060606060606,0.0,0.9393939393939394,18.0,0.0,0.0,1.0303030303030305,0.2112373737373737,0
33,0.0606060606060606,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,13.393939393939394,0.0,0.0,0.6363636363636364,0.1539057239057239,0
35,0.1428571428571428,0.0,0.1428571428571428,-0.1142857142857142,0.0,0.0,0.0285714285714285,0.0,0.5142857142857142,18.65714285714286,0.0,0.0,0.2857142857142857,0.1958412698412698,1
35,0.3142857142857143,0.2285714285714285,0.5428571428571428,-0.3428571428571428,0.1714285714285714,0.2571428571428571,0.0571428571428571,0.0,1.9714285714285715,20.6,0.0,0.0,0.4285714285714285,0.2940396825396825,1
35,0.4571428571428571,0.6285714285714286,1.0857142857142856,-0.2,0.2,0.4,0.1142857142857142,0.0,2.685714285714285,22.77142857142857,0.0,0.0,0.1142857142857142,0.3377063492063491,1
34,0.1470588235294117,0.1764705882352941,0.3235294117647059,0.0,0.0,0.0294117647058823,0.0294117647058823,0.0,2.0294117647058822,16.294117647058822,0.0,0.0,1.5294117647058822,0.1930964052287581,1
35,0.2857142857142857,0.5142857142857142,0.8,-0.0571428571428571,0.0,0.1142857142857142,0.0285714285714285,0.0285714285714285,2.4,23.542857142857144,0.0,0.0,0.9428571428571428,0.3137619047619047,1
16,0.0625,0.0,0.0625,-0.0625,0.0,0.0,0.0,0.0,0.625,11.0,0.0,0.0,3.75,0.1082638888888888,1
25,0.08,0.04,0.12,-0.08,0.0,0.0,0.04,0.0,1.2,17.28,0.0,0.0,0.24,0.2055111111111111,1
34,0.2352941176470588,0.2352941176470588,0.4705882352941176,-0.1470588235294117,0.0588235294117647,0.0588235294117647,0.0,0.0,1.8529411764705883,22.852941176470587,0.0,0.0,0.5882352941176471,0.3006617647058823,1
18,0.0555555555555555,0.3333333333333333,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0,0.0,0.8333333333333334,14.77777777777778,0.0,0.0,0.2222222222222222,0.1846604938271605,1
35,0.1714285714285714,0.1714285714285714,0.3428571428571428,-0.2857142857142857,0.0285714285714285,0.0571428571428571,0.0,0.0,1.4,16.942857142857143,0.0,0.0,1.6857142857142855,0.2166190476190476,1
34,0.6764705882352942,1.0,1.6764705882352942,0.0588235294117647,0.2352941176470588,0.7647058823529411,0.1176470588235294,0.0294117647058823,4.588235294117647,22.73529411764705,0.0,0.0,0.2941176470588235,0.3606781045751634,1
32,0.46875,0.625,1.09375,-0.375,0.1875,0.59375,0.03125,0.0,3.15625,21.25,0.0,0.0,0.5,0.3088888888888889,1
16,0.0,0.25,0.25,0.375,0.0,0.0625,0.0,0.0,2.125,26.375,0.0,0.0,1.25,0.35078125,0
30,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,24.5,0.0,0.0333333333333333,0.8666666666666667,0.2895833333333333,0
33,0.1212121212121212,0.1818181818181818,0.303030303030303,0.5454545454545454,0.0303030303030303,0.0303030303030303,0.0,0.0,2.303030303030303,27.666666666666668,0.0,0.0,0.4848484848484848,0.3752104377104376,0
17,0.0588235294117647,0.2941176470588235,0.3529411764705882,-0.2352941176470588,0.0,0.1764705882352941,0.0588235294117647,0.0,2.4705882352941178,26.47058823529412,0.0,0.0,0.3529411764705882,0.3902450980392157,0
33,0.0909090909090909,0.2424242424242424,0.3333333333333333,0.1515151515151515,0.0,0.0,0.0,0.0,1.4545454545454546,27.545454545454547,0.0,0.0,0.4242424242424242,0.3364983164983165,0
33,0.2121212121212121,0.2727272727272727,0.4848484848484848,-0.0303030303030303,0.0303030303030303,0.1818181818181818,0.0606060606060606,0.0,1.6363636363636365,25.27272727272728,0.0,0.0,0.7878787878787878,0.3358080808080809,0
9,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.8888888888888888,20.444444444444443,0.0,0.0,0.2222222222222222,0.2560802469135802,1
35,0.0,0.2571428571428571,0.2571428571428571,-0.4,0.0,0.0,0.0,0.0,1.1142857142857143,22.942857142857143,0.0,0.0,0.1714285714285714,0.3104285714285715,1
30,0.0,0.1,0.1,-0.1,0.0,0.0,0.0,0.0,0.6666666666666666,20.7,0.0,0.0,0.2666666666666666,0.2619629629629629,1
33,0.0,0.2121212121212121,0.2121212121212121,0.1515151515151515,0.0,0.0,0.0,0.0,0.6363636363636364,21.63636363636364,0.0,0.0,0.1818181818181818,0.2644107744107744,1
33,0.1515151515151515,0.8484848484848485,1.0,-0.1212121212121212,0.0606060606060606,0.4242424242424242,0.0303030303030303,0.0,2.0,26.57575757575757,0.0,0.0,0.7272727272727273,0.3985353535353536,1
34,0.0,0.1470588235294117,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.7352941176470589,24.88235294117647,0.0,0.0,0.6764705882352942,0.3274509803921569,1
29,0.5172413793103449,0.3103448275862069,0.8275862068965517,-0.1034482758620689,0.1379310344827586,0.2413793103448276,0.0,0.0,4.724137931034483,25.724137931034484,0.0,0.0,2.5517241379310347,0.3190038314176244,0
26,0.4615384615384615,0.3076923076923077,0.7692307692307693,-0.0769230769230769,0.1923076923076923,0.3461538461538461,0.0384615384615384,0.0,2.730769230769231,26.5,0.0,0.0,0.3846153846153846,0.3119764957264956,0
15,0.0,0.0666666666666666,0.0666666666666666,-0.0666666666666666,0.0,0.0,0.0,0.0,0.8666666666666667,10.866666666666667,0.0,0.0,1.8,0.1124999999999999,0
6,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,12.166666666666666,0.0,0.0,0.0,0.1491203703703703,0
29,0.2413793103448276,0.8620689655172413,1.103448275862069,0.0689655172413793,0.0,0.2758620689655172,0.0689655172413793,0.0689655172413793,3.034482758620689,25.13793103448276,0.0,0.0,0.4137931034482758,0.367787356321839,0
29,0.3793103448275862,0.5172413793103449,0.896551724137931,0.0,0.0689655172413793,0.2413793103448276,0.0344827586206896,0.0,2.6206896551724137,22.724137931034484,0.0,0.0,0.8275862068965517,0.2994444444444444,0
29,0.0344827586206896,0.1034482758620689,0.1379310344827586,-0.1034482758620689,0.0,0.0,0.0,0.0,0.6896551724137931,16.379310344827587,0.0344827586206896,0.0344827586206896,0.2758620689655172,0.1705172413793103,0
29,0.3103448275862069,0.6206896551724138,0.9310344827586208,0.1034482758620689,0.0689655172413793,0.2413793103448276,0.0,0.0,2.7586206896551726,27.103448275862068,0.0,0.0,0.4827586206896552,0.3340229885057471,0
4,0.25,0.0,0.25,-0.25,0.0,0.0,0.0,0.0,1.5,13.25,0.0,0.0,1.0,0.14875,0
19,0.2105263157894736,0.3157894736842105,0.5263157894736842,0.4736842105263157,0.1052631578947368,0.1052631578947368,0.0,0.0,1.4210526315789471,20.789473684210527,0.0,0.0,1.0526315789473684,0.2375730994152046,0
29,0.2413793103448276,0.0689655172413793,0.3103448275862069,-0.4482758620689655,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,1.5172413793103448,19.41379310344828,0.0,0.0,0.4482758620689655,0.2394061302681992,0
27,0.2222222222222222,0.5185185185185185,0.7407407407407407,0.2962962962962963,0.037037037037037,0.1851851851851851,0.074074074074074,0.0,2.037037037037037,22.33333333333333,0.0,0.0,0.3703703703703703,0.2704938271604938,0
31,0.0967741935483871,0.4838709677419355,0.5806451612903226,-0.032258064516129,0.032258064516129,0.064516129032258,0.0,0.0,1.3870967741935485,17.193548387096776,0.0,0.0,1.6774193548387095,0.2128405017921147,1
31,0.4193548387096774,0.7419354838709677,1.1612903225806452,0.1290322580645161,0.0967741935483871,0.3548387096774194,0.064516129032258,0.0,2.225806451612903,23.548387096774192,0.0,0.0,0.3225806451612903,0.3537903225806451,1
31,0.1612903225806451,0.064516129032258,0.2258064516129032,-0.1612903225806451,0.032258064516129,0.032258064516129,0.032258064516129,0.0,1.806451612903225,16.35483870967742,0.032258064516129,0.032258064516129,0.4193548387096774,0.1901254480286738,1
31,0.2580645161290322,0.2903225806451613,0.5483870967741935,0.3548387096774194,0.0,0.032258064516129,0.064516129032258,0.032258064516129,1.7741935483870968,20.90322580645161,0.032258064516129,0.064516129032258,0.2580645161290322,0.2588172043010753,1
29,0.2413793103448276,0.2068965517241379,0.4482758620689655,0.0689655172413793,0.0,0.0344827586206896,0.0344827586206896,0.0,1.4137931034482758,19.0,0.0,0.0,0.6551724137931034,0.2405555555555555,1
30,0.9333333333333332,0.4333333333333333,1.3666666666666667,0.2,0.2666666666666666,0.4,0.0,0.0,4.366666666666666,23.4,0.0,0.0333333333333333,0.0,0.3546481481481481,1
31,0.1612903225806451,0.2580645161290322,0.4193548387096774,0.1935483870967742,0.064516129032258,0.0967741935483871,0.0,0.0,2.032258064516129,19.516129032258064,0.0,0.0,0.5161290322580645,0.2669354838709677,1
31,0.1290322580645161,0.0967741935483871,0.2258064516129032,-0.1935483870967742,0.0,0.0,0.032258064516129,0.0,0.967741935483871,18.29032258064516,0.0,0.0,0.3870967741935484,0.2207078853046594,1
10,0.1,0.3,0.4,-0.4,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.4,0.158,1
31,0.5161290322580645,0.935483870967742,1.4516129032258065,0.2258064516129032,0.1612903225806451,0.4838709677419355,0.064516129032258,0.032258064516129,4.32258064516129,23.0,0.064516129032258,0.0967741935483871,0.1935483870967742,0.3386021505376343,1
20,0.15,0.3,0.45,0.05,0.0,0.05,0.0,0.0,1.55,14.7,0.0,0.0,0.0,0.1753888888888888,1
31,0.3225806451612903,0.6451612903225806,0.967741935483871,0.1612903225806451,0.064516129032258,0.2580645161290322,0.1290322580645161,0.032258064516129,3.806451612903226,20.93548387096774,0.0,0.0,0.1935483870967742,0.3099103942652328,1
22,0.0909090909090909,0.3636363636363636,0.4545454545454545,-0.0454545454545454,0.0,0.0,0.0,0.0,0.9545454545454546,25.63636363636364,0.0,0.0,0.3636363636363636,0.3498737373737373,0
29,0.2068965517241379,0.6206896551724138,0.8275862068965517,-0.0344827586206896,0.0344827586206896,0.3103448275862069,0.0,0.0,2.310344827586207,26.41379310344828,0.0,0.0,0.4827586206896552,0.3823850574712643,0
29,0.0689655172413793,0.0689655172413793,0.1379310344827586,0.0689655172413793,0.0,0.0,0.0,0.0,1.0689655172413792,21.48275862068965,0.0,0.0,1.3103448275862069,0.2480938697318007,0
24,0.0833333333333333,0.125,0.2083333333333333,0.125,0.0,0.0,0.0,0.0,0.5,21.666666666666668,0.0,0.0,0.25,0.2700115740740741,0
24,0.0833333333333333,0.2083333333333333,0.2916666666666667,0.25,0.0,0.0,0.0,0.0,1.0833333333333333,22.041666666666668,0.0,0.0,0.9166666666666666,0.2666666666666666,0
29,0.1724137931034483,0.4482758620689655,0.6206896551724138,0.0,0.0689655172413793,0.1724137931034483,0.0344827586206896,0.0,1.9310344827586208,28.6896551724138,0.0,0.0,0.3793103448275862,0.3943869731800766,0
17,0.0,0.0,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.6470588235294118,21.176470588235293,0.0,0.0,0.5882352941176471,0.2492647058823529,1
25,0.04,0.36,0.4,0.0,0.04,0.04,0.0,0.0,1.12,27.76,0.0,0.04,0.84,0.3363333333333333,1
14,0.0,0.2142857142857142,0.2142857142857142,-0.2142857142857142,0.0,0.1428571428571428,0.0,0.0,0.7857142857142857,24.785714285714285,0.0,0.0714285714285714,0.1428571428571428,0.316765873015873,1
31,0.1290322580645161,0.6129032258064516,0.7419354838709677,0.1612903225806451,0.032258064516129,0.2258064516129032,0.0,0.0,2.419354838709677,30.806451612903224,0.0,0.0,0.0,0.4090143369175628,1
30,0.0,0.2333333333333333,0.2333333333333333,0.2,0.0,0.0,0.0,0.0,0.5333333333333333,30.166666666666668,0.0,0.0,0.6,0.3694444444444444,1
20,0.0,0.15,0.15,0.05,0.0,0.0,0.0,0.0,0.45,21.8,0.0,0.0,0.7,0.2540277777777778,1
32,0.21875,0.21875,0.4375,0.0625,0.0,0.0,0.0,0.0,1.34375,18.09375,0.0,0.0,0.84375,0.2184027777777777,0
32,0.3125,0.34375,0.65625,0.0,0.0625,0.0625,0.0,0.0,1.90625,24.5,0.0,0.0,0.5,0.2982638888888889,0
